Timestamp	Process	TID	Area	Category	EventID	Level	Message	Correlation
07/27/2026 17:34:46.448	WINWORD (0x61A8)	0x78C	Microsoft Word	Identity Authentication Client	48cmb	Medium	OneAuth log {"Message":"[MSAL:0006]\tINFO   \tLogTelemetryData:477\t{\"t\":\"4sufd\",\"tid\":3,\"ts\":0,\"s\":2,\"l\":2},{\"t\":\"4swgg\",\"tid\":3,\"ts\":0,\"s\":3,\"l\":2},{\"t\":\"4swgf\",\"tid\":3,\"ts\":0,\"s\":1,\"l\":2},{\"t\":\"4swgi\",\"tid\":6,\"ts\":2,\"s\":3,\"l\":2},{\"t\":\"8dqku\",\"tid\":6,\"ts\":2,\"l\":2},{\"t\":\"4wqnh\",\"tid\":6,\"ts\":5,\"l\":2},{\"t\":\"4wqni\",\"tid\":6,\"ts\":37,\"l\":2},{\"t\":\"4wqnh\",\"tid\":6,\"ts\":81,\"l\":2},{\"t\":\"4wqni\",\"tid\":6,\"ts\":87,\"l\":2},{\"t\":\"4pr05\",\"tid\":6,\"ts\":117,\"l\":2},{\"t\":\"4qnng\",\"tid\":6,\"ts\":117,\"l\":2,\"a\":2,\"ie\":0},{\"t\":\"4qnnf\",\"tid\":6,\"ts\":118,\"l\":2,\"a\":2,\"ie\":1},{\"t\":\"4pr02\",\"tid\":6,\"ts\":118,\"l\":2},{\"t\":\"4pr05\",\"tid\":6,\"ts\":118,\"l\":2},{\"t\":\"4qnng\",\"tid\":6,\"ts\":118,\"l\":2,\"a\":2,\"ie\":0},{\"t\":\"4qnnf\",\"tid\":6,\"ts\":119,\"l\":2,\"a\":2,\"ie\":1},{\"t\":\"4pr02\",\"tid\":6,\"ts\":119,\"l\":2},{\"t\":\"4qnni\",\"tid\":6,\"ts\":119,\"l\":2,\"a\":2,\"ie\":0},{\"t\":\"4qnnh\",\"tid\":6,\"ts\":126,\"l\":2,\"a\":2,\"ie\":1}","IsError":false}	
07/27/2026 17:34:46.448	WINWORD (0x61A8)	0x78C	Microsoft Word	Identity Authentication Client	48cmb	Medium	OneAuth log {"Message":"[OneAuth:0006:Info:59ljv:064b0726] Found 2 accounts using client ID: 00000000480728C5","IsError":false}	
07/27/2026 17:34:46.448	WINWORD (0x61A8)	0x78C	Microsoft Word	Identity Authentication Client	48cmb	Medium	OneAuth log {"Message":"[MSAL:0006]\tINFO   \tSetCanonicalRealm:1253\tNormalize realm to: '9188040d-6c67-4c5b-b112-36a304b66dad'","IsError":false}	
07/27/2026 17:34:46.448	WINWORD (0x61A8)	0x78C	Microsoft Word	Identity Authentication Client	48cmb	Medium	OneAuth log {"Message":"[MSAL:0006]\tINFO   \tTryUseStorage:148\tTry to read account from universal storage.","IsError":false}	
07/27/2026 17:34:46.450	WINWORD (0x61A8)	0x78C	Microsoft Word	Identity Authentication Client	48cmb	Medium	OneAuth log {"Message":"[MSAL:0006]\tINFO   \tStorageTokenResponse:84\tStorageTokenResponse account constructor invoked. This is only expected in Runtime flows","IsError":false}	
07/27/2026 17:34:46.452	WINWORD (0x61A8)	0x48DC	Microsoft Word	Telemetry Event	b7vzq	Medium	SendEvent {"EventName":"Office.Text.ResourceClient.ReadFontElements","Flags":28147506277843201,"InternalSequenceNumber":41,"Time":"2026-07-27T17:34:46.452Z","Contract":"Office.System.Activity","Activity.CV":"8KIcaexmUEiYTMzyTZ9nwA.1.19.1","Activity.Duration":21644,"Activity.Count":1,"Activity.AggMode":0,"Activity.Success":true,"Data.numHiddenFamilies":303}	
07/27/2026 17:34:46.452	WINWORD (0x61A8)	0x48DC	Microsoft Word	Telemetry Event	b7vzq	Medium	SendEvent {"EventName":"Office.Text.ResourceClient.Deserialize","Flags":30962256044949761,"InternalSequenceNumber":42,"Time":"2026-07-27T17:34:46.452Z","Contract":"Office.System.Activity","Activity.CV":"8KIcaexmUEiYTMzyTZ9nwA.1.19","Activity.Duration":21901,"Activity.Count":1,"Activity.AggMode":0,"Activity.Success":true,"Data.JsonFileMajorVersion":4,"Data.JsonFileMinorVersion":42}	
07/27/2026 17:34:46.453	WINWORD (0x61A8)	0x6CA4	Microsoft Word	Identity Authentication Client	48cmb	Monitorable	OneAuth log {"Message":"[MSAL:0009]\tERROR  \tErrorInternalImpl:134\tCreated an error: 669ip, StatusInternal::InteractionRequired, InternalEvent::None, Error Code 2148074254, Context '(pii)'","IsError":true}	
07/27/2026 17:34:46.453	WINWORD (0x61A8)	0x6CA4	Microsoft Word	Identity Authentication Client	4paof	Monitorable	OneAuth log {"Message":"[MSAL:0009]\tERROR  \tErrorInternalImpl:134\tCreated an error: 669ip, StatusInternal::InteractionRequired, InternalEvent::None, Error Code 2148074254, Context '(pii)'"}	
07/27/2026 17:34:46.453	WINWORD (0x61A8)	0x6CA4	Microsoft Word	Identity Authentication Client	48cmb	Medium	OneAuth log {"Message":"[MSAL:0009]\tINFO   \tLogTelemetryData:456\tPrinting Telemetry for Correlation ID: 88d0a0af-893c-40eb-b8c8-3c06a0e3c90b","IsError":false}	
07/27/2026 17:34:46.453	WINWORD (0x61A8)	0x6CA4	Microsoft Word	Identity Authentication Client	48cmb	Medium	OneAuth log {"Message":"[MSAL:0009]\tINFO   \tLogTelemetryData:464\tKey: start_time, Value: 2026-07-27T17:34:46.000Z","IsError":false}	
07/27/2026 17:34:46.453	WINWORD (0x61A8)	0x6CA4	Microsoft Word	Identity Authentication Client	48cmb	Medium	OneAuth log {"Message":"[MSAL:0009]\tINFO   \tLogTelemetryData:464\tKey: api_name, Value: AcquireTokenSilently","IsError":false}	
07/27/2026 17:34:46.453	WINWORD (0x61A8)	0x6CA4	Microsoft Word	Identity Authentication Client	48cmb	Medium	OneAuth log {"Message":"[MSAL:0009]\tINFO   \tLogTelemetryData:464\tKey: was_request_throttled, Value: false","IsError":false}	
07/27/2026 17:34:46.453	WINWORD (0x61A8)	0x6CA4	Microsoft Word	Identity Authentication Client	48cmb	Medium	OneAuth log {"Message":"[MSAL:0009]\tINFO   \tLogTelemetryData:464\tKey: authority_type, Value: MSA","IsError":false}	
07/27/2026 17:34:46.453	WINWORD (0x61A8)	0x6CA4	Microsoft Word	Identity Authentication Client	48cmb	Medium	OneAuth log {"Message":"[MSAL:0009]\tINFO   \tLogTelemetryData:464\tKey: read_token, Value: ID","IsError":false}	
07/27/2026 17:34:46.453	WINWORD (0x61A8)	0x6CA4	Microsoft Word	Identity Authentication Client	48cmb	Medium	OneAuth log {"Message":"[MSAL:0009]\tINFO   \tLogTelemetryData:464\tKey: msal_version, Value: 1.1.0+012a7425","IsError":false}	
07/27/2026 17:34:46.453	WINWORD (0x61A8)	0x6CA4	Microsoft Word	Identity Authentication Client	48cmb	Medium	OneAuth log {"Message":"[MSAL:0009]\tINFO   \tLogTelemetryData:464\tKey: api_status_code, Value: StatusInternal::InteractionRequired","IsError":false}	
07/27/2026 17:34:46.453	WINWORD (0x61A8)	0x6CA4	Microsoft Word	Identity Authentication Client	48cmb	Medium	OneAuth log {"Message":"[MSAL:0009]\tINFO   \tLogTelemetryData:464\tKey: client_id, Value: 00000000480728C5","IsError":false}	
07/27/2026 17:34:46.453	WINWORD (0x61A8)	0x6CA4	Microsoft Word	Identity Authentication Client	48cmb	Medium	OneAuth log {"Message":"[MSAL:0009]\tINFO   \tLogTelemetryData:464\tKey: correlation_id, Value: 88d0a0af-893c-40eb-b8c8-3c06a0e3c90b","IsError":false}	
07/27/2026 17:34:46.453	WINWORD (0x61A8)	0x6CA4	Microsoft Word	Identity Authentication Client	48cmb	Medium	OneAuth log {"Message":"[MSAL:0009]\tINFO   \tLogTelemetryData:464\tKey: broker_app_used, Value: true","IsError":false}	
07/27/2026 17:34:46.453	WINWORD (0x61A8)	0x6CA4	Microsoft Word	Identity Authentication Client	48cmb	Medium	OneAuth log {"Message":"[MSAL:0009]\tINFO   \tLogTelemetryData:464\tKey: original_authority, Value: https://login.microsoftonline.com/consumers","IsError":false}	
07/27/2026 17:34:46.453	WINWORD (0x61A8)	0x6CA4	Microsoft Word	Identity Authentication Client	48cmb	Medium	OneAuth log {"Message":"[MSAL:0009]\tINFO   \tLogTelemetryData:464\tKey: request_eligible_for_broker, Value: true","IsError":false}	
07/27/2026 17:34:46.453	WINWORD (0x61A8)	0x6CA4	Microsoft Word	Identity Authentication Client	48cmb	Medium	OneAuth log {"Message":"[MSAL:0009]\tINFO   \tLogTelemetryData:464\tKey: additional_query_parameters_count, Value: 0","IsError":false}	
07/27/2026 17:34:46.453	WINWORD (0x61A8)	0x6CA4	Microsoft Word	Identity Authentication Client	48cmb	Medium	OneAuth log {"Message":"[MSAL:0009]\tINFO   \tLogTelemetryData:464\tKey: normalized_realm, Value: 9188040d-6c67-4c5b-b112-36a304b66dad","IsError":false}	
07/27/2026 17:34:46.453	WINWORD (0x61A8)	0x6CA4	Microsoft Word	Identity Authentication Client	48cmb	Medium	OneAuth log {"Message":"[MSAL:0009]\tINFO   \tLogTelemetryData:464\tKey: storage_read, Value: DAC|DID","IsError":false}	
07/27/2026 17:34:46.453	WINWORD (0x61A8)	0x6CA4	Microsoft Word	Identity Authentication Client	48cmb	Medium	OneAuth log {"Message":"[MSAL:0009]\tINFO   \tLogTelemetryData:464\tKey: is_successful, Value: false","IsError":false}	
07/27/2026 17:34:46.453	WINWORD (0x61A8)	0x6CA4	Microsoft Word	Identity Authentication Client	48cmb	Medium	OneAuth log {"Message":"[MSAL:0009]\tINFO   \tLogTelemetryData:464\tKey: wam_telemetry, Value: {\"correlation_id\":\"88d0a0af-893c-40eb-b8c8-3c06a0e3c90b\",\"wam_blob_version\":\"1\",\"client_id\":\"00000000480728C5\",\"scope\":\"scope=https://consentservice.microsoft.com/checkin/UnifiedUserConsent.Read openid profile\",\"authority\":\"consumers\",\"provider_id\":\"https://login.microsoft.com\",\"client_binary_version\":\"24\",\"broker_version\":\"10.0.19041.6033\",\"wam_account_on_start\":\"supplied\",\"prompt_behavior\":\"none\",\"api_error_code\":\"-2146893042\",\"ui_visible\":\"false\",\"ui_allowed\":\"false\",\"server_error_code\":\"-2147186642\",\"account_id\":\"\",\"silent_code\":0,\"silent_bi_sub_code\":0,\"silent_message\":\"\",\"silent_status\":0,\"is_cached\":0}","IsError":false}	
07/27/2026 17:34:46.453	WINWORD (0x61A8)	0x6CA4	Microsoft Word	Identity Authentication Client	48cmb	Medium	OneAuth log {"Message":"[MSAL:0009]\tINFO   \tLogTelemetryData:464\tKey: auth_flow, Value: Broker","IsError":false}	
07/27/2026 17:34:46.453	WINWORD (0x61A8)	0x6CA4	Microsoft Word	Identity Authentication Client	48cmb	Medium	OneAuth log {"Message":"[MSAL:0009]\tINFO   \tLogTelemetryData:464\tKey: broker_error_location, Value: 669ip","IsError":false}	
07/27/2026 17:34:46.453	WINWORD (0x61A8)	0x6CA4	Microsoft Word	Identity Authentication Client	48cmb	Medium	OneAuth log {"Message":"[MSAL:0009]\tINFO   \tLogTelemetryData:464\tKey: api_error_code, Value: 2148074254","IsError":false}	
07/27/2026 17:34:46.453	WINWORD (0x61A8)	0x6CA4	Microsoft Word	Identity Authentication Client	48cmb	Medium	OneAuth log {"Message":"[MSAL:0009]\tINFO   \tLogTelemetryData:464\tKey: api_error_tag, Value: 669ip","IsError":false}	
07/27/2026 17:34:46.453	WINWORD (0x61A8)	0x6CA4	Microsoft Word	Identity Authentication Client	48cmb	Medium	OneAuth log {"Message":"[MSAL:0009]\tINFO   \tLogTelemetryData:464\tKey: api_error_context, Value: (pii)","IsError":false}	
07/27/2026 17:34:46.453	WINWORD (0x61A8)	0x6CA4	Microsoft Word	Identity Authentication Client	48cmb	Medium	OneAuth log {"Message":"[MSAL:0009]\tINFO   \tLogTelemetryData:464\tKey: stop_time, Value: 2026-07-27T17:34:46.000Z","IsError":false}	
07/27/2026 17:34:46.453	WINWORD (0x61A8)	0x6CA4	Microsoft Word	Identity Authentication Client	48cmb	Medium	OneAuth log {"Message":"[MSAL:0009]\tINFO   \tLogTelemetryData:464\tKey: all_error_tags, Value: 669ip|669ip","IsError":false}	
07/27/2026 17:34:46.453	WINWORD (0x61A8)	0x6CA4	Microsoft Word	Identity Authentication Client	48cmb	Medium	OneAuth log {"Message":"[MSAL:0009]\tINFO   \tLogTelemetryData:464\tKey: authorization_type, Value: WindowsIntegratedAuth","IsError":false}	
